,Formation,1,2,3,4,5,6,7,8,9,10,11
3744,433,"[592.25, 420.25]","[540.75, 415.75]","[517.25, 350.5]","[490.0, 326.25]","[453.5, 316.25]","[589.75, 310.25]","[536.75, 287.0]","[789.0, 268.0]","[589.75, 256.0]","[583.5, 174.75]","[518.75, 132.5]"
3745,433,"[594.0, 438.5]","[493.5, 427.25]","[501.25, 373.0]","[493.5, 344.0]","[595.0, 338.75]","[450.5, 300.75]","[527.25, 281.75]","[817.5, 265.25]","[596.25, 262.0]","[587.5, 164.25]","[536.5, 136.5]"
3746,433,"[597.0, 443.75]","[469.0, 436.5]","[490.0, 384.0]","[598.5, 355.0]","[487.0, 345.5]","[450.25, 295.5]","[531.75, 286.25]","[599.25, 268.0]","[799.25, 260.0]","[591.0, 160.25]","[543.25, 137.0]"
3747,433,"[599.0, 441.5]","[445.0, 437.75]","[468.25, 388.0]","[599.75, 359.5]","[473.75, 348.5]","[535.5, 290.75]","[448.75, 289.5]","[599.75, 273.25]","[775.0, 252.25]","[595.25, 155.75]","[550.25, 138.5]"
3748,433,"[445.75, 434.75]","[594.5, 433.25]","[445.0, 385.5]","[600.75, 353.5]","[452.75, 350.25]","[531.75, 287.75]","[439.75, 279.25]","[601.0, 276.5]","[771.25, 251.0]","[599.5, 157.5]","[551.5, 140.5]"
3749,433,"[479.75, 418.75]","[595.0, 405.75]","[601.5, 343.0]","[437.75, 336.0]","[388.75, 326.25]","[601.25, 276.5]","[533.75, 275.5]","[409.75, 261.0]","[764.75, 251.0]","[601.5, 175.0]","[532.25, 148.75]"
3750,433,"[488.5, 406.75]","[590.5, 392.0]","[602.0, 321.0]","[375.75, 320.25]","[446.25, 314.0]","[527.0, 270.5]","[601.75, 268.25]","[757.5, 251.25]","[395.5, 240.0]","[599.0, 169.75]","[523.25, 151.75]"
3751,433,"[492.5, 395.5]","[585.75, 379.75]","[371.5, 308.75]","[602.5, 302.25]","[454.75, 293.5]","[513.75, 271.0]","[602.0, 257.75]","[757.5, 251.25]","[388.25, 219.0]","[514.5, 163.25]","[599.75, 158.5]"
3752,433,"[492.75, 382.0]","[584.5, 365.75]","[366.5, 300.0]","[603.5, 282.5]","[464.25, 271.0]","[500.25, 263.75]","[758.25, 251.25]","[601.25, 247.0]","[387.75, 196.5]","[496.75, 171.25]","[600.25, 147.25]"
3753,433,"[522.75, 364.5]","[599.25, 352.75]","[368.75, 266.5]","[512.0, 241.75]","[805.5, 234.25]","[599.5, 223.75]","[507.5, 210.5]","[599.25, 180.25]","[472.25, 172.5]","[443.25, 152.75]","[587.75, 97.25]"
3754,433,"[534.75, 361.5]","[599.75, 356.0]","[370.0, 254.0]","[525.25, 239.0]","[805.0, 232.0]","[600.0, 224.0]","[600.75, 179.0]","[452.0, 178.0]","[526.25, 173.5]","[473.75, 128.25]","[566.25, 68.5]"
3755,433,"[534.75, 361.5]","[600.5, 357.25]","[370.75, 248.25]","[533.0, 239.0]","[818.0, 235.75]","[600.0, 224.0]","[448.0, 178.75]","[600.25, 170.75]","[535.75, 155.75]","[488.0, 114.25]","[556.5, 56.25]"
3756,433,"[540.5, 361.0]","[602.75, 357.75]","[372.5, 242.5]","[539.25, 238.75]","[805.5, 228.75]","[602.25, 223.0]","[448.5, 171.0]","[612.5, 155.75]","[545.25, 138.25]","[512.25, 122.0]","[553.0, 47.0]"
3757,433,"[553.75, 361.75]","[614.0, 352.5]","[820.0, 236.25]","[566.75, 231.75]","[378.5, 231.25]","[616.5, 209.75]","[621.75, 154.5]","[451.75, 145.0]","[578.0, 124.5]","[545.25, 119.0]","[546.75, 72.5]"
3758,433,"[560.5, 361.0]","[616.75, 357.25]","[819.5, 237.5]","[562.25, 225.75]","[382.0, 225.25]","[616.5, 210.5]","[618.0, 165.0]","[454.5, 132.5]","[522.25, 121.5]","[577.75, 118.0]","[549.5, 85.75]"
3759,433,"[616.25, 362.75]","[561.75, 361.5]","[815.0, 244.25]","[558.0, 224.75]","[385.25, 220.5]","[617.25, 214.75]","[617.5, 177.5]","[505.0, 131.5]","[461.25, 128.0]","[571.5, 122.75]","[568.0, 93.0]"
3760,433,"[617.0, 368.5]","[561.75, 361.5]","[815.0, 244.25]","[554.5, 224.75]","[392.5, 217.5]","[617.25, 214.25]","[617.0, 182.75]","[514.5, 144.75]","[562.5, 132.5]","[471.0, 124.5]","[585.25, 98.0]"
3761,433,"[617.25, 373.5]","[561.5, 361.0]","[815.0, 244.25]","[570.0, 224.5]","[398.25, 215.75]","[617.0, 211.75]","[617.5, 182.75]","[520.5, 144.75]","[556.0, 133.25]","[477.25, 120.0]","[602.0, 98.0]"
3762,433,"[617.5, 375.25]","[562.5, 361.25]","[814.75, 246.25]","[589.75, 228.75]","[619.75, 220.25]","[405.25, 214.75]","[609.75, 183.75]","[516.25, 150.25]","[557.75, 142.25]","[488.75, 113.25]","[620.0, 101.0]"
3763,433,"[563.0, 378.75]","[633.25, 375.25]","[602.5, 274.0]","[813.5, 254.5]","[633.25, 253.0]","[415.0, 241.25]","[621.0, 208.75]","[577.5, 199.75]","[502.25, 191.25]","[625.25, 116.5]","[566.5, 88.25]"
3764,433,"[634.75, 383.5]","[562.5, 385.5]","[583.0, 276.0]","[634.25, 259.75]","[815.25, 258.25]","[427.25, 254.25]","[626.0, 218.5]","[579.5, 210.5]","[499.5, 207.0]","[630.25, 120.25]","[601.75, 91.25]"
3765,433,"[561.75, 407.0]","[637.25, 404.5]","[579.25, 325.75]","[640.0, 302.0]","[538.5, 275.5]","[815.75, 259.0]","[571.75, 257.25]","[637.25, 254.5]","[507.5, 234.0]","[636.75, 129.0]","[619.0, 97.0]"
3766,433,"[564.0, 416.25]","[639.75, 413.75]","[589.5, 371.5]","[670.0, 331.5]","[547.5, 287.25]","[671.5, 280.5]","[585.25, 279.75]","[818.75, 266.25]","[512.75, 248.75]","[653.5, 159.5]","[614.75, 101.5]"
3767,433,"[635.5, 434.0]","[547.25, 413.75]","[580.75, 375.75]","[674.75, 327.5]","[588.75, 295.5]","[531.0, 289.5]","[679.0, 279.5]","[818.75, 266.25]","[509.5, 254.25]","[661.25, 167.0]","[621.75, 101.0]"
3768,433,"[622.5, 452.0]","[524.25, 416.75]","[582.5, 366.75]","[676.0, 327.0]","[583.25, 303.25]","[512.75, 290.5]","[677.5, 286.5]","[817.5, 264.5]","[504.5, 259.0]","[667.5, 166.5]","[628.0, 102.0]"
3769,433,"[612.0, 451.25]","[507.25, 408.25]","[577.0, 354.5]","[676.0, 326.5]","[577.75, 299.75]","[498.0, 294.5]","[676.5, 293.0]","[814.75, 261.25]","[503.5, 261.5]","[673.5, 164.0]","[631.5, 106.75]"
3770,433,"[618.25, 437.25]","[522.5, 394.0]","[578.25, 342.0]","[676.0, 327.0]","[675.25, 297.0]","[491.75, 296.25]","[564.25, 295.25]","[816.5, 260.5]","[508.5, 257.75]","[676.0, 163.75]","[632.25, 107.75]"
3771,433,"[623.0, 424.5]","[535.5, 399.75]","[570.25, 340.75]","[675.75, 326.25]","[557.0, 300.0]","[484.5, 296.75]","[675.25, 286.25]","[815.25, 258.5]","[513.0, 254.25]","[676.0, 170.25]","[627.0, 107.25]"
3772,433,"[634.0, 409.0]","[542.75, 405.0]","[558.0, 342.0]","[675.75, 320.25]","[551.75, 306.75]","[478.0, 295.5]","[673.25, 284.0]","[814.5, 253.75]","[528.0, 252.75]","[674.5, 176.75]","[627.0, 104.25]"
3773,433,"[558.75, 408.5]","[648.75, 391.75]","[560.25, 335.25]","[672.75, 314.0]","[550.5, 298.0]","[472.25, 291.5]","[670.0, 275.0]","[555.0, 255.0]","[814.75, 254.0]","[671.5, 176.25]","[632.5, 99.5]"
3774,433,"[573.5, 407.75]","[653.25, 382.5]","[569.0, 328.25]","[673.5, 302.75]","[468.25, 287.75]","[565.75, 284.75]","[657.5, 263.5]","[814.25, 252.5]","[585.5, 247.75]","[667.5, 179.75]","[637.75, 95.25]"
3775,433,"[597.25, 381.0]","[663.75, 351.25]","[594.25, 287.0]","[456.5, 262.75]","[595.5, 256.0]","[814.5, 244.0]","[671.5, 235.5]","[590.5, 222.25]","[622.75, 201.25]","[665.75, 168.5]","[642.75, 85.75]"
3776,433,"[602.75, 363.5]","[669.0, 355.75]","[597.5, 261.75]","[557.5, 246.0]","[458.5, 244.5]","[817.5, 239.5]","[669.0, 222.0]","[664.5, 179.5]","[579.0, 172.25]","[651.75, 95.25]","[591.25, 91.0]"
3777,433,"[598.0, 360.5]","[669.0, 349.5]","[597.0, 245.75]","[539.25, 245.0]","[815.5, 242.5]","[477.75, 243.25]","[669.75, 220.25]","[664.25, 179.75]","[569.5, 170.75]","[647.0, 93.0]","[577.0, 89.25]"
3778,433,"[597.0, 360.5]","[668.75, 336.5]","[497.25, 253.5]","[814.75, 244.25]","[525.75, 228.0]","[669.5, 220.0]","[596.0, 217.75]","[667.75, 185.75]","[557.25, 178.5]","[651.25, 105.25]","[564.25, 82.75]"
3779,433,"[597.0, 360.5]","[669.0, 331.5]","[500.75, 254.75]","[814.75, 245.0]","[669.5, 220.0]","[533.75, 211.25]","[592.5, 209.0]","[667.75, 185.75]","[546.75, 178.5]","[655.25, 109.25]","[565.25, 81.25]"
3780,433,"[595.0, 363.5]","[665.5, 332.5]","[521.5, 263.0]","[814.75, 252.5]","[667.25, 218.0]","[594.5, 210.75]","[540.5, 207.75]","[667.5, 185.5]","[544.25, 178.75]","[659.75, 115.0]","[571.0, 81.0]"
3781,433,"[598.0, 364.25]","[639.5, 318.25]","[587.25, 311.75]","[816.75, 260.75]","[668.25, 255.75]","[607.75, 229.75]","[520.25, 226.75]","[564.5, 211.5]","[669.75, 205.5]","[645.0, 141.0]","[579.25, 98.5]"
3782,433,"[528.5, 383.75]","[571.0, 374.0]","[593.5, 346.75]","[684.25, 319.25]","[488.0, 285.0]","[544.75, 266.0]","[814.75, 255.0]","[564.5, 213.25]","[682.75, 198.75]","[613.25, 101.5]","[532.75, 78.5]"
3783,433,"[428.5, 440.5]","[375.75, 379.25]","[600.0, 364.0]","[338.25, 342.5]","[405.0, 280.0]","[439.5, 276.5]","[776.25, 252.0]","[495.25, 212.75]","[598.0, 178.0]","[318.5, 68.0]","[504.0, 41.25]"
3784,433,"[394.0, 326.25]","[286.0, 274.75]","[206.5, 250.75]","[487.5, 247.75]","[724.75, 243.5]","[314.25, 244.5]","[163.25, 237.0]","[505.0, 182.75]","[352.5, 167.5]","[405.5, 87.75]","[194.0, 12.5]"
3785,433,"[234.25, 286.25]","[382.75, 245.25]","[790.5, 231.25]","[283.5, 191.25]","[425.0, 183.25]","[154.0, 163.75]","[88.5, 163.75]","[424.75, 145.5]","[287.25, 137.5]","[382.5, 82.5]","[233.75, 42.75]"
3786,433,"[234.0, 285.75]","[383.0, 245.25]","[781.0, 233.25]","[283.25, 191.5]","[424.75, 183.5]","[153.25, 164.75]","[89.0, 163.5]","[424.5, 145.25]","[287.0, 137.5]","[381.5, 83.5]","[234.0, 42.75]"
3787,433,"[234.0, 285.75]","[383.0, 245.25]","[754.25, 239.0]","[283.25, 191.5]","[424.75, 183.5]","[153.0, 165.0]","[88.5, 163.75]","[424.5, 145.25]","[287.0, 137.5]","[381.5, 83.5]","[231.0, 45.0]"
3788,433,"[235.75, 289.0]","[384.5, 249.25]","[725.0, 245.5]","[286.25, 194.5]","[425.25, 187.5]","[158.75, 165.5]","[91.0, 162.0]","[425.0, 150.0]","[293.0, 142.25]","[386.5, 86.0]","[236.0, 47.0]"
3789,433,"[237.25, 295.5]","[391.0, 261.75]","[699.25, 250.75]","[295.75, 205.5]","[424.25, 201.25]","[173.5, 167.75]","[424.75, 163.0]","[291.0, 157.0]","[98.0, 144.75]","[396.0, 95.75]","[249.75, 50.0]"
3790,433,"[239.5, 301.25]","[396.25, 276.5]","[697.75, 251.0]","[424.75, 217.25]","[304.25, 208.5]","[186.25, 177.5]","[420.5, 175.75]","[305.0, 165.0]","[105.0, 123.0]","[408.25, 105.5]","[261.25, 51.25]"
3791,433,"[242.75, 307.0]","[400.25, 284.75]","[701.75, 250.75]","[424.5, 233.75]","[319.25, 205.5]","[197.0, 188.25]","[411.0, 177.5]","[317.75, 171.75]","[418.5, 112.75]","[116.25, 107.5]","[256.25, 47.75]"
3792,433,"[245.5, 313.0]","[402.75, 290.25]","[721.5, 251.25]","[425.75, 232.75]","[329.5, 213.25]","[204.25, 200.75]","[418.0, 184.5]","[324.25, 174.25]","[419.75, 113.5]","[124.75, 112.25]","[270.75, 52.75]"
3793,433,"[254.0, 321.0]","[412.25, 300.0]","[727.75, 251.25]","[431.5, 238.0]","[217.0, 213.5]","[340.25, 212.25]","[428.0, 188.75]","[331.75, 175.75]","[426.5, 111.25]","[138.75, 110.0]","[274.75, 41.5]"
3794,433,"[268.0, 332.25]","[426.0, 308.5]","[727.5, 250.75]","[446.25, 238.25]","[231.0, 223.0]","[352.0, 218.75]","[435.25, 189.75]","[325.75, 173.75]","[441.0, 110.0]","[157.75, 106.25]","[281.0, 45.5]"
3795,433,"[283.5, 342.0]","[439.75, 313.5]","[730.0, 250.75]","[458.5, 238.5]","[366.25, 225.75]","[249.5, 220.0]","[441.5, 189.5]","[319.75, 171.0]","[170.5, 119.0]","[453.5, 109.25]","[296.0, 49.0]"
3796,433,"[300.5, 350.5]","[455.5, 317.0]","[734.75, 250.75]","[471.75, 239.25]","[380.25, 226.75]","[277.5, 223.25]","[455.5, 189.5]","[324.5, 164.75]","[185.5, 131.75]","[467.75, 109.25]","[318.0, 51.5]"
3797,433,"[318.0, 357.0]","[463.0, 317.0]","[734.75, 250.75]","[485.75, 239.25]","[388.5, 226.75]","[310.5, 221.5]","[464.0, 189.75]","[340.0, 164.75]","[208.0, 139.0]","[482.75, 109.75]","[343.75, 49.5]"
3798,433,"[332.0, 361.25]","[470.75, 318.0]","[742.75, 251.0]","[496.0, 239.0]","[400.75, 223.0]","[317.75, 207.25]","[473.75, 189.75]","[356.75, 168.0]","[234.75, 142.25]","[493.5, 109.25]","[367.25, 46.25]"
3799,433,"[339.25, 362.25]","[482.25, 324.5]","[749.75, 251.0]","[494.5, 238.0]","[407.75, 221.0]","[316.25, 196.75]","[481.75, 189.75]","[370.25, 167.75]","[250.5, 151.25]","[493.5, 108.25]","[388.75, 52.5]"
3800,433,"[349.5, 364.75]","[493.25, 330.75]","[750.75, 251.0]","[500.75, 238.5]","[415.25, 218.75]","[317.0, 199.0]","[493.0, 189.75]","[385.5, 167.5]","[257.25, 159.5]","[487.0, 96.0]","[388.0, 72.5]"
3801,433,"[363.5, 367.25]","[512.25, 333.25]","[757.5, 251.0]","[516.75, 238.75]","[428.25, 220.0]","[323.5, 194.0]","[511.25, 189.75]","[259.5, 166.25]","[403.75, 163.25]","[388.75, 98.25]","[489.0, 73.5]"
3802,433,"[376.5, 367.75]","[522.5, 330.5]","[757.5, 251.0]","[531.5, 239.0]","[435.0, 228.0]","[330.75, 188.25]","[519.5, 184.0]","[266.5, 176.5]","[418.75, 172.5]","[389.5, 113.5]","[506.25, 64.25]"
3803,433,"[391.25, 368.75]","[527.25, 326.25]","[757.5, 251.0]","[536.5, 238.75]","[436.5, 234.75]","[348.25, 191.5]","[280.5, 188.25]","[529.75, 185.5]","[440.25, 176.0]","[391.0, 111.75]","[526.0, 68.0]"
3804,433,"[417.75, 370.75]","[536.0, 320.0]","[452.25, 253.75]","[757.5, 251.0]","[536.5, 238.75]","[399.0, 207.0]","[311.5, 204.25]","[535.25, 196.75]","[458.25, 157.0]","[369.0, 120.5]","[531.5, 74.5]"
3805,433,"[425.5, 370.25]","[536.75, 324.25]","[468.25, 261.5]","[757.5, 251.0]","[536.5, 238.75]","[416.25, 212.5]","[318.25, 207.25]","[537.5, 202.25]","[463.0, 142.0]","[374.0, 136.0]","[536.75, 73.0]"
3806,433,"[422.25, 382.75]","[524.75, 339.75]","[481.75, 269.25]","[771.25, 250.5]","[537.0, 247.5]","[395.5, 230.25]","[307.75, 220.25]","[540.75, 200.25]","[461.5, 153.5]","[379.75, 129.25]","[523.75, 76.25]"
3807,433,"[383.0, 392.5]","[506.75, 372.25]","[451.25, 281.0]","[522.5, 276.75]","[749.75, 251.0]","[352.25, 250.25]","[313.75, 229.5]","[531.0, 178.5]","[445.5, 163.75]","[345.75, 138.5]","[488.5, 60.0]"
3808,433,"[489.75, 391.25]","[357.0, 377.0]","[504.75, 293.5]","[427.25, 285.75]","[324.5, 261.5]","[745.75, 251.25]","[292.75, 229.5]","[431.75, 178.0]","[524.0, 164.5]","[318.75, 153.5]","[463.0, 54.0]"
3809,433,"[420.25, 429.25]","[286.75, 334.75]","[458.5, 331.25]","[352.75, 324.75]","[240.5, 317.5]","[260.5, 271.75]","[735.0, 250.75]","[268.75, 174.5]","[374.25, 168.75]","[469.0, 150.25]","[381.0, 39.5]"
3810,433,"[391.5, 436.75]","[269.75, 345.75]","[451.5, 338.5]","[324.0, 336.0]","[223.25, 330.5]","[240.5, 286.5]","[727.25, 250.75]","[254.0, 180.0]","[452.0, 169.5]","[352.5, 158.5]","[351.25, 38.25]"
3811,433,"[366.25, 432.75]","[252.25, 354.5]","[443.0, 348.0]","[210.75, 347.75]","[296.25, 334.75]","[223.75, 289.0]","[733.75, 250.5]","[444.5, 184.5]","[340.5, 172.75]","[238.75, 168.0]","[321.75, 42.5]"
3812,433,"[256.25, 416.75]","[192.75, 380.75]","[429.25, 369.75]","[243.0, 369.0]","[224.5, 325.0]","[202.75, 272.5]","[733.75, 250.75]","[312.75, 214.75]","[413.25, 191.25]","[203.0, 116.75]","[188.25, 64.5]"
3813,433,"[220.75, 417.0]","[205.0, 382.5]","[427.5, 372.0]","[213.25, 319.25]","[213.0, 317.0]","[182.75, 292.75]","[721.75, 250.75]","[302.5, 229.5]","[403.25, 209.25]","[198.75, 111.5]","[158.0, 73.0]"
3814,433,"[148.25, 419.0]","[184.25, 393.5]","[424.25, 370.0]","[146.75, 365.5]","[141.75, 325.75]","[195.0, 287.0]","[376.25, 252.75]","[709.5, 251.25]","[292.75, 231.25]","[183.5, 115.0]","[163.0, 59.0]"
3815,433,"[91.5, 435.75]","[425.0, 375.5]","[128.75, 349.0]","[129.75, 351.5]","[377.75, 291.5]","[117.25, 271.5]","[190.75, 263.25]","[702.75, 250.75]","[74.75, 249.5]","[283.75, 220.5]","[155.75, 82.0]"
3816,433,"[120.5, 415.75]","[425.0, 375.5]","[110.75, 355.25]","[377.5, 283.75]","[195.5, 274.0]","[148.25, 264.5]","[698.25, 250.75]","[105.25, 248.75]","[281.75, 221.25]","[120.75, 152.75]","[159.75, 84.75]"
3817,433,"[111.0, 423.0]","[425.0, 375.5]","[116.25, 335.75]","[371.5, 282.0]","[148.75, 272.0]","[194.25, 268.25]","[119.0, 263.25]","[698.25, 250.75]","[280.75, 221.25]","[115.0, 141.75]","[160.25, 84.5]"
3818,433,"[103.25, 418.25]","[425.0, 375.5]","[121.25, 311.25]","[123.5, 310.0]","[366.25, 287.0]","[196.75, 270.0]","[141.25, 269.5]","[698.25, 250.75]","[274.75, 223.25]","[114.75, 145.0]","[160.75, 85.25]"
3819,433,"[109.25, 419.5]","[424.75, 371.75]","[140.25, 300.25]","[138.0, 297.25]","[367.75, 286.5]","[205.25, 277.75]","[698.25, 250.75]","[146.0, 242.0]","[275.25, 223.0]","[111.75, 146.0]","[160.75, 85.25]"
3820,433,"[145.75, 410.25]","[418.5, 369.5]","[159.0, 340.75]","[357.25, 289.5]","[209.0, 289.25]","[171.25, 284.5]","[705.75, 250.75]","[117.5, 251.0]","[274.25, 220.5]","[112.25, 130.75]","[159.75, 77.75]"
3821,433,"[170.5, 407.5]","[412.75, 358.0]","[174.5, 340.25]","[214.25, 284.25]","[372.0, 282.75]","[179.0, 277.75]","[116.25, 258.75]","[712.5, 250.5]","[281.25, 223.25]","[125.5, 117.0]","[177.5, 81.75]"
3822,433,"[183.75, 403.75]","[409.0, 336.25]","[174.5, 330.0]","[392.0, 272.75]","[206.25, 273.25]","[172.0, 260.5]","[712.5, 250.5]","[122.25, 246.25]","[292.0, 232.0]","[144.25, 128.5]","[204.75, 89.25]"
3823,433,"[340.25, 348.0]","[238.75, 308.75]","[317.5, 306.5]","[445.0, 299.75]","[766.0, 250.75]","[371.5, 228.5]","[449.5, 193.25]","[228.0, 189.75]","[414.25, 160.75]","[241.0, 157.0]","[327.25, 150.5]"
3824,433,"[376.0, 339.5]","[457.75, 318.5]","[265.25, 310.25]","[315.0, 301.75]","[771.5, 250.25]","[394.25, 236.5]","[458.25, 217.25]","[228.25, 196.25]","[334.0, 172.5]","[438.75, 171.25]","[261.75, 153.5]"
3825,433,"[584.5, 406.75]","[425.0, 332.0]","[462.0, 320.25]","[634.75, 315.75]","[407.5, 290.5]","[803.0, 286.75]","[632.0, 274.5]","[300.25, 245.75]","[552.75, 236.25]","[597.25, 224.75]","[403.0, 136.0]"
3826,433,"[759.75, 428.5]","[542.5, 413.5]","[597.75, 322.75]","[723.5, 294.0]","[507.25, 288.5]","[835.5, 275.5]","[397.5, 271.5]","[729.75, 260.75]","[649.75, 235.25]","[745.75, 205.75]","[520.75, 143.5]"
3827,433,"[607.25, 436.75]","[764.25, 426.75]","[648.5, 330.25]","[744.25, 322.0]","[548.25, 288.5]","[762.0, 280.25]","[433.0, 276.75]","[835.25, 267.25]","[668.0, 246.75]","[753.75, 215.75]","[582.5, 149.5]"
3828,433,"[614.25, 439.5]","[751.0, 436.25]","[657.75, 346.0]","[738.25, 321.5]","[555.25, 288.25]","[440.0, 278.0]","[744.5, 278.5]","[833.0, 266.25]","[669.75, 251.5]","[735.5, 207.0]","[606.5, 151.5]"
3829,433,"[671.25, 455.75]","[621.5, 446.0]","[704.0, 374.5]","[707.0, 312.25]","[557.25, 288.0]","[456.25, 280.5]","[829.5, 272.0]","[709.0, 265.25]","[658.5, 252.0]","[708.25, 190.25]","[631.25, 139.75]"
3830,433,"[641.0, 472.0]","[631.5, 440.75]","[709.0, 392.0]","[710.75, 310.0]","[557.25, 288.0]","[461.25, 280.75]","[832.5, 276.75]","[709.0, 264.25]","[665.0, 245.25]","[711.0, 183.0]","[631.0, 131.0]"
3831,433,"[658.0, 470.0]","[628.75, 441.75]","[702.0, 393.5]","[704.0, 312.5]","[557.25, 288.25]","[461.25, 280.75]","[833.0, 278.75]","[703.0, 264.0]","[669.75, 240.5]","[704.25, 182.25]","[628.25, 128.25]"
3832,433,"[675.25, 466.0]","[623.0, 443.5]","[698.5, 387.5]","[699.5, 310.75]","[551.75, 288.5]","[461.25, 280.75]","[833.25, 278.5]","[699.25, 266.25]","[674.25, 237.25]","[698.75, 183.25]","[627.75, 129.0]"
3833,433,"[695.5, 467.25]","[616.25, 443.5]","[696.25, 377.5]","[699.5, 310.75]","[545.5, 288.25]","[461.25, 280.75]","[834.5, 278.5]","[699.25, 266.0]","[675.75, 234.25]","[697.75, 183.25]","[627.5, 129.0]"
3834,433,"[713.75, 469.0]","[615.5, 446.0]","[688.0, 373.0]","[704.25, 310.25]","[545.5, 287.75]","[461.25, 280.75]","[835.25, 277.75]","[705.75, 265.75]","[672.5, 235.0]","[702.75, 184.0]","[627.5, 129.0]"
3835,433,"[733.75, 472.0]","[621.75, 446.0]","[677.0, 366.25]","[701.5, 310.5]","[551.75, 288.25]","[461.25, 280.75]","[835.5, 277.75]","[715.0, 265.5]","[669.0, 234.25]","[708.0, 174.5]","[627.5, 129.0]"
3836,433,"[720.0, 472.5]","[632.75, 443.25]","[666.25, 371.25]","[712.0, 310.5]","[564.25, 288.25]","[461.25, 280.75]","[833.0, 274.25]","[714.75, 264.75]","[670.5, 241.5]","[710.5, 183.75]","[627.5, 129.0]"
3837,433,"[702.25, 455.25]","[648.0, 428.5]","[661.5, 367.5]","[692.75, 311.5]","[560.75, 288.5]","[462.5, 281.0]","[819.0, 269.5]","[694.25, 267.25]","[664.25, 243.25]","[689.75, 182.5]","[625.5, 129.5]"
3838,433,"[687.5, 442.0]","[655.25, 416.75]","[646.75, 372.25]","[685.75, 303.5]","[548.5, 287.5]","[472.75, 286.25]","[822.5, 270.25]","[653.75, 255.5]","[684.25, 249.5]","[682.75, 185.75]","[613.75, 132.0]"
3839,433,"[681.75, 445.0]","[642.25, 422.5]","[647.75, 378.5]","[684.5, 301.0]","[541.75, 287.75]","[473.5, 287.5]","[823.75, 271.25]","[649.5, 258.75]","[687.5, 246.5]","[682.75, 180.25]","[610.25, 132.75]"
3840,433,"[678.5, 438.25]","[631.0, 425.75]","[646.5, 391.0]","[699.75, 296.75]","[535.25, 288.0]","[473.5, 287.5]","[824.25, 272.0]","[645.5, 265.0]","[692.25, 246.75]","[685.75, 175.25]","[607.5, 133.75]"
3841,433,"[685.75, 427.75]","[635.5, 425.25]","[647.5, 391.0]","[704.5, 302.5]","[525.75, 288.25]","[471.75, 287.25]","[827.0, 274.5]","[639.0, 263.75]","[698.25, 250.75]","[689.5, 176.5]","[607.5, 130.5]"
3842,433,"[609.75, 434.0]","[548.75, 384.5]","[674.0, 342.5]","[544.75, 321.75]","[542.5, 326.0]","[460.5, 311.5]","[816.0, 258.0]","[694.25, 216.25]","[561.5, 213.25]","[515.25, 121.0]","[644.75, 101.0]"
3843,433,"[454.75, 449.5]","[395.25, 446.5]","[388.25, 382.75]","[617.5, 374.75]","[437.25, 335.0]","[487.75, 311.75]","[402.5, 265.0]","[815.5, 257.5]","[487.25, 199.75]","[627.25, 194.5]","[484.5, 60.5]"
3844,433,"[378.5, 458.25]","[288.0, 440.25]","[371.75, 399.5]","[372.5, 400.0]","[564.75, 380.25]","[380.75, 299.25]","[416.75, 293.75]","[764.5, 250.75]","[479.5, 206.75]","[575.5, 187.25]","[398.5, 72.0]"
3845,433,"[363.25, 463.25]","[277.0, 440.0]","[375.0, 404.5]","[543.0, 374.25]","[314.0, 374.25]","[357.0, 304.0]","[411.25, 302.5]","[766.5, 251.0]","[461.0, 205.5]","[558.25, 186.5]","[372.75, 76.5]"
3846,433,"[258.25, 466.75]","[346.75, 452.25]","[475.5, 349.75]","[362.0, 342.5]","[251.5, 330.0]","[359.25, 267.25]","[285.0, 260.75]","[764.25, 251.0]","[358.5, 205.25]","[470.75, 176.25]","[190.25, 87.75]"
3847,433,"[251.25, 466.75]","[356.5, 452.75]","[476.0, 344.25]","[349.75, 340.0]","[249.25, 316.25]","[764.0, 251.0]","[353.75, 250.5]","[273.5, 248.75]","[346.0, 208.5]","[464.5, 166.5]","[195.75, 82.75]"
3848,433,"[247.75, 466.75]","[360.5, 455.25]","[476.0, 344.25]","[343.25, 337.25]","[247.25, 296.25]","[266.75, 251.75]","[753.5, 251.5]","[348.25, 248.25]","[327.0, 217.0]","[452.5, 165.0]","[205.75, 70.25]"
3849,433,"[254.5, 476.25]","[99.0, 419.5]","[434.25, 354.75]","[169.5, 327.25]","[262.75, 260.5]","[183.5, 255.75]","[127.5, 253.25]","[698.5, 251.0]","[414.75, 233.75]","[86.75, 231.75]","[205.0, 69.0]"
3850,433,"[227.5, 473.5]","[67.0, 412.75]","[434.25, 354.75]","[139.75, 325.25]","[99.75, 264.25]","[238.0, 261.75]","[153.25, 253.25]","[422.75, 253.0]","[697.75, 250.5]","[50.75, 234.75]","[199.0, 77.5]"
3851,433,"[128.0, 442.0]","[434.25, 354.75]","[63.5, 345.75]","[10.5, 337.0]","[90.0, 288.25]","[347.25, 282.5]","[214.25, 269.25]","[697.75, 250.5]","[77.75, 244.25]","[106.0, 215.5]","[176.75, 95.5]"
3852,433,"[104.5, 411.25]","[429.75, 340.25]","[92.75, 330.5]","[198.0, 279.25]","[366.75, 276.5]","[105.5, 272.0]","[75.25, 253.0]","[697.75, 250.5]","[231.75, 243.5]","[134.5, 230.5]","[179.5, 106.75]"
